kd_pasangan,Nama_Matkul
IKI20100,Struktur Data & Algoritma
CSF2600101,Matematika Diskret 1
CSF2600101,Matematika Diskret 1
CSF2600101,Matematika Diskret 1
CSF2600101,Matematika Diskret 1
CSGE601011,Matematika Diskret 1
CSGE601011,Matematika Diskret 1
CSGE601011,Matematika Diskret 1
CSGE601011,Matematika Diskret 1
IKI10610,Matematika Diskret 1
IKI10610,Matematika Diskret 1
IKI10610,Matematika Diskret 1
IKI10610,Matematika Diskret 1
IKI20101,Matematika Diskret 1
CSF2600102,Statistika & Probabilitas
CSF2600102,Statistika & Probabilitas
CSF2600102,Statistika & Probabilitas
CSF2600102,Statistika & Probabilitas
CSGE602013,Statistika & Probabilitas
CSGE602013,Statistika & Probabilitas
CSGE602013,Statistika & Probabilitas
CSGE602013,Statistika & Probabilitas
IKI20020,Statistika & Probabilitas
IKI20020,Statistika & Probabilitas
IKI20102,Statistika & Probabilitas
IKI20630,Statistika & Probabilitas
IKI20630,Statistika & Probabilitas
CSF2600201,Perancangan & Pemrograman Web
CSF2600201,Perancangan & Pemrograman Web
CSF2600201,Perancangan & Pemrograman Web
CSF2600201,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
IKI20201,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
CSF2600201,Perancangan & Pemrograman Web
CSF2600201,Perancangan & Pemrograman Web
CSF2600201,Perancangan & Pemrograman Web
CSF2600201,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
IKI20201,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
CSF2600201,Perancangan & Pemrograman Web
CSF2600201,Perancangan & Pemrograman Web
CSF2600201,Perancangan & Pemrograman Web
CSF2600201,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
IKI20201,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
CSF2600201,Perancangan & Pemrograman Web
CSF2600201,Perancangan & Pemrograman Web
CSF2600201,Perancangan & Pemrograman Web
CSF2600201,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
CSGE602022,Perancangan & Pemrograman Web
IKI20201,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
IKI20840,Perancangan & Pemrograman Web
CSF2600505,Sistem Operasi
CSF2600505,Sistem Operasi
CSF2600505,Sistem Operasi
CSF2600505,Sistem Operasi
CSGE602055,Sistem Operasi
CSGE602055,Sistem Operasi
CSGE602055,Sistem Operasi
CSGE602055,Sistem Operasi
IKI20230,Sistem Operasi
IKI20230,Sistem Operasi
IKI20230,Sistem Operasi
IKI20230,Sistem Operasi
IKI20505,Sistem Operasi
CSF2600505,Sistem Operasi
CSF2600505,Sistem Operasi
CSF2600505,Sistem Operasi
CSF2600505,Sistem Operasi
CSGE602055,Sistem Operasi
CSGE602055,Sistem Operasi
CSGE602055,Sistem Operasi
CSGE602055,Sistem Operasi
IKI20230,Sistem Operasi
IKI20230,Sistem Operasi
IKI20230,Sistem Operasi
IKI20230,Sistem Operasi
IKI20505,Sistem Operasi
CSF2600505,Sistem Operasi
CSF2600505,Sistem Operasi
CSF2600505,Sistem Operasi
CSF2600505,Sistem Operasi
CSGE602055,Sistem Operasi
CSGE602055,Sistem Operasi
CSGE602055,Sistem Operasi
CSGE602055,Sistem Operasi
IKI20230,Sistem Operasi
IKI20230,Sistem Operasi
IKI20230,Sistem Operasi
IKI20230,Sistem Operasi
IKI20505,Sistem Operasi
CSF2600505,Sistem Operasi
CSF2600505,Sistem Operasi
CSF2600505,Sistem Operasi
CSF2600505,Sistem Operasi
CSGE602055,Sistem Operasi
CSGE602055,Sistem Operasi
CSGE602055,Sistem Operasi
CSGE602055,Sistem Operasi
IKI20230,Sistem Operasi
IKI20230,Sistem Operasi
IKI20230,Sistem Operasi
IKI20230,Sistem Operasi
IKI20505,Sistem Operasi
CSF2600700,Basis Data
CSF2600700,Basis Data
CSF2600700,Basis Data
CSF2600700,Basis Data
CSGE602070,Basis Data
CSGE602070,Basis Data
CSGE602070,Basis Data
CSGE602070,Basis Data
IKI20430,Basis Data
IKI20430,Basis Data
IKI20430,Basis Data
IKI20700,Basis Data
CSF2600700,Basis Data
CSF2600700,Basis Data
CSF2600700,Basis Data
CSF2600700,Basis Data
CSGE602070,Basis Data
CSGE602070,Basis Data
CSGE602070,Basis Data
CSGE602070,Basis Data
IKI20430,Basis Data
IKI20430,Basis Data
IKI20430,Basis Data
IKI20700,Basis Data
CSF2600700,Basis Data
CSF2600700,Basis Data
CSF2600700,Basis Data
CSF2600700,Basis Data
CSGE602070,Basis Data
CSGE602070,Basis Data
CSGE602070,Basis Data
CSGE602070,Basis Data
IKI20430,Basis Data
IKI20430,Basis Data
IKI20430,Basis Data
IKI20700,Basis Data
CSCM603125,Rekayasa Perangkat Lunak
CSCM603125,Rekayasa Perangkat Lunak
CSF3600202,Rekayasa Perangkat Lunak
CSF3600202,Rekayasa Perangkat Lunak
CSF3600202,Rekayasa Perangkat Lunak
CSF3600202,Rekayasa Perangkat Lunak
IKI20700,Rekayasa Perangkat Lunak
IKI30202,Rekayasa Perangkat Lunak
IKI30740,Rekayasa Perangkat Lunak
IKI30740,Rekayasa Perangkat Lunak
CSCM603125,Rekayasa Perangkat Lunak
CSCM603125,Rekayasa Perangkat Lunak
CSF3600202,Rekayasa Perangkat Lunak
CSF3600202,Rekayasa Perangkat Lunak
CSF3600202,Rekayasa Perangkat Lunak
CSF3600202,Rekayasa Perangkat Lunak
IKI20700,Rekayasa Perangkat Lunak
IKI30202,Rekayasa Perangkat Lunak
IKI30740,Rekayasa Perangkat Lunak
IKI30740,Rekayasa Perangkat Lunak
CSCM603125,Rekayasa Perangkat Lunak
CSCM603125,Rekayasa Perangkat Lunak
CSF3600202,Rekayasa Perangkat Lunak
CSF3600202,Rekayasa Perangkat Lunak
CSF3600202,Rekayasa Perangkat Lunak
CSF3600202,Rekayasa Perangkat Lunak
IKI20700,Rekayasa Perangkat Lunak
IKI30202,Rekayasa Perangkat Lunak
IKI30740,Rekayasa Perangkat Lunak
IKI30740,Rekayasa Perangkat Lunak
CSC1602500,Pengantar Sistem Dijita
CSC1602500,Pengantar Sistem Dijita
CSCM601150,Pengantar Sistem Dijita
CSCM601150,Pengantar Sistem Dijita
IKI10201,Pengantar Sistem Dijita
IKI10201,Pengantar Sistem Dijita
IKI10230,Pengantar Organisasi Komputer
IKI10230,Pengantar Organisasi Komputer
IKI10230,Pengantar Organisasi Komputer
IKI10230,Pengantar Organisasi Komputer
IKI10230,Pengantar Organisasi Komputer
IKI10230,Pengantar Organisasi Komputer
IKI10230,Pengantar Organisasi Komputer
IKI10230,Pengantar Organisasi Komputer
IKI10230,Pengantar Organisasi Komputer
IKI10230,Pengantar Organisasi Komputer
IKI30810,Pemrograman Deklaratif
IKI30810,Pemrograman Deklaratif
IKI30600,Teori Bahasa & Automata
IKI30600,Teori Bahasa & Automata
IKI30600,Teori Bahasa & Automata
IKI30600,Teori Bahasa & Automata
IKI30510,Sistem Interaksi
IKI30510,Sistem Interaksi
IKI30320,Sistem Cerdas
IKI30320,Sistem Cerdas
IKI30320,Sistem Cerdas
IKI30320,Sistem Cerdas
IKI30320,Sistem Cerdas
IKI30320,Sistem Cerdas
IKI30320,Sistem Cerdas
IKI30320,Sistem Cerdas
IKI30320,Sistem Cerdas
IKI30320,Sistem Cerdas
IKI30310,Pengolahan Citra
IKI30310,Pengolahan Citra
CSC3601503,Jaringan Komputer
CSC3601503,Jaringan Komputer
CSCM603154,Jaringan Komputer
CSCM603154,Jaringan Komputer
IKI20240,Jaringan Komputer
IKI20240,Jaringan Komputer
IKI20240,Jaringan Komputer
CSC3601503,Jaringan Komputer
CSC3601503,Jaringan Komputer
CSCM603154,Jaringan Komputer
CSCM603154,Jaringan Komputer
IKI20240,Jaringan Komputer
IKI20240,Jaringan Komputer
IKI20240,Jaringan Komputer
CSC3601503,Jaringan Komputer
CSC3601503,Jaringan Komputer
CSCM603154,Jaringan Komputer
CSCM603154,Jaringan Komputer
IKI20240,Jaringan Komputer
IKI20240,Jaringan Komputer
IKI20240,Jaringan Komputer
IKI20200,Organisasi Sistem Komputer
IKI20200,Organisasi Sistem Komputer
IKI32230,Sistem Tertanam
CSC4601754,Basis Data Lanjut
CSC4601754,Basis Data Lanjut
CSC4601754,Basis Data Lanjut
CSC4601754,Basis Data Lanjut
CSCE604174,Basis Data Lanjut
CSCE604174,Basis Data Lanjut
CSCE604174,Basis Data Lanjut
CSCE604174,Basis Data Lanjut
IKI20440,Basis Data Lanjut
IKI20440,Basis Data Lanjut
IKI20440,Basis Data Lanjut
IKO31754,Basis Data Lanjut
IKI30640,Analisis Numerik
IKI30640,Analisis Numerik
IKI30640,Analisis Numerik
IKI30640,Analisis Numerik
IKI30640,Analisis Numerik
IKI30640,Analisis Numerik
IKI30250,Teori Informasi
IKI30250,Teori Informasi
IKI30630,Persamaan Diferensial
IKI30630,Persamaan Diferensial
IKI30730,Proyek Perangkat Lunak
IKI30730,Proyek Perangkat Lunak
IKI40800,Teknik Kompilator
IKI40800,Teknik Kompilator
IKI32310,Pemelajaran Mesin
IKI32310,Pemelajaran Mesin
IKI40931,Pengolahan Bahasa Manusia
IKI40931,Pengolahan Bahasa Manusia
IKI40100,Desain & Analisis Algoritma
IKI40100,Desain & Analisis Algoritma
IKI30500,Grafika Komputer
IKI30500,Grafika Komputer
IKI30500,Grafika Komputer
IKI30500,Grafika Komputer
IKI30150,Kriptografi & Keamanan Informasi
IKI30150,Kriptografi & Keamanan Informasi
IKI40620,Simulasi & Pemodelan
IKI40600,Aljabar Linier Numerik
IKI40600,Aljabar Linier Numerik
IKI30820,Pemrograman Logika
IKI30820,Pemrograman Logika
IKI40975,Penjaminan Mutu Perangkat Lunak
IKI40975,Penjaminan Mutu Perangkat Lunak
IKI40310,Komputasi Lunak
IKI40310,Komputasi Lunak
IKI42500,Pengolahan Multimedia
IKI42500,Pengolahan Multimedia
IKI40921,Perolehan Informasi
IKI40630,Pemodelan Geometris
IKI40630,Pemodelan Geometris
IKI40980,Logika Komputasional
IKI40980,Logika Komputasional
IKI32220,Pengolahan Sinyal Dijital
IKI32220,Pengolahan Sinyal Dijital
IKI30220,Sistem Terdistribusi
IKI30220,Sistem Terdistribusi
IKI40510,Pengajaran Berbantuan Komputer
IKI40510,Pengajaran Berbantuan Komputer
IKI30720,Metode Formal
IKI30720,Metode Formal
IKI40933,Robotika
IKI40933,Robotika
IKI31220,Rancangan Sistem Dijital
CSCE604179,Teknologi Mobile
CSCE604179,Teknologi Mobile
CSCE604179,Teknologi Mobile
CSCE604179,Teknologi Mobile
CSI4601759,Teknologi Mobile
CSI4601759,Teknologi Mobile
CSI4601759,Teknologi Mobile
CSI4601759,Teknologi Mobile
IKI30430,Teknologi Mobile
IKI30430,Teknologi Mobile
IKS41759,Teknologi Mobile
IKS32753,Administrasi Sistem
IKO41153,Aproksimasi & Sistem Nonlinier 
IKO31350,Bioinformatika
IKS31603,Customer Relationship Management
IKS21501,Dasar-Dasar Arsitektur Komputer
IKS41851,Dasar-Dasar Audit SI
IKS31650,E-Commerce
IKS42755,Enterprise Application Integration 
IKS22602,Enterprise Resource Planning 
IKO42451,Geometri Komputasional 
IKS32756,Infrastruktur TI Modern 
IKS31504,Jaringan Komunikasi Data 
IKS32753,Administrasi Sistem
IKO41154,Aljabar Linier Numerik
IKO32104,Analisis Numerik
IKO41153,Aproksimasi & Sistem Nonlinier
IKI20700,Basis Data
IKO31754,Basis Data Lanjut
IKO31350,Bioinformatika
IKS31603,Manajemen Hubungan Pelanggan
IKS21501,Dasar-Dasar Arsitektur Komputer
IKS41851,Dasar-Dasar Audit SI
IKO32402,Desain & Analisis Algoritma
IKS31650,Perdagangan Elektronis
IKS42755,Integrasi Aplikasi Perusahaan
IKS22602,Enterprise Resource Planning
IKO42451,Geometri Komputasional
IKO32450,Grafika Komputer
IKS32756,Infrastruktur TI Modern
IKO31503,Jaringan Komputer
IKS31504,Jaringan Komunikasi Data
IKO41361,Jejaring Semantik
IKS42651,Kecerdasan Bisnis
IKO41352,Komputasi Lunak
IKO41557,Komputasi Ubiquitous & Net-Sentris 
IKS32656,Konfigurasi ERP
IKO32453,Kriptografi & Keamanan Informasi
IKO32751,Layanan & Aplikasi Web
IKO41454,Logika Komputasional
IKS41757,Manajemen Keamanan Informasi
IKS32758,Manajemen Layanan TI
IKS31259,Manajemen Proyek TI
IKS41852,Manajemen Sistem Informasi
IKS31604,Manajemen Sumber Daya Manusia
IKO42252,Metode Formal
IKO31550,Organisasi Sistem Komputer
IKO32353,Pemelajaran Mesin
IKO41452,Pemodelan Geometris
IKO22203,Pemrograman Deklaratif
IKO31258,Pemrograman Konkuren & Paralel
IKO41253,Pemrograman Logika
IKO31204,Pemrograman Sistem
IKO42351,Penambangan Data
IKO41853,Pengajaran Berbantuan Komputer
IKO21502,Pengantar Organisasi Komputer
IKS41652,Pengembangan dan Pemasaran Produk
IKS42260,Pengembangan Perangkat Lunak Open Source
IKO41251,Game Development
IKO32354,Pengolahan Bahasa Manusia
IKO31355,Pengolahan Citra
IKO41356,Pengolahan Multimedia
IKO41552,Pengolahan Sinyal Dijital
IKO41254,Penjaminan Mutu Perangkat Lunak
IKI20201,Perancangan & Pemrograman Web
IKO41357,Perolehan Informasi
IKO32152,Persamaan Diferensial
IKS32206,Proyek Pengembangan Sistem Informasi
IKO32205,Proyek Perangkat Lunak
IKO42553,Rancangan Sistem Dijital
IKI30202,Rekayasa Perangkat Lunak
IKS22403,Riset Operasi
IKO42360,Robotika
IKO41151,Simulasi & Pemodelan
IKO31300,Sistem Cerdas
IKS32606,Sistem Informasi Akuntansi dan Keuangan
IKO41854,Sistem Informasi Geografis
IKS32855,Sistem Informasi Kesehatan
IKO31250,Sistem Interaksi
IKI20505,Sistem Operasi
IKO41554,Sistem Terdistribusi
IKO31551,Sistem Tertanam
IKI10400,Struktur Data & Algoritma
IKS31605,Manajemen Rantai Suplai
IKO32257,Teknik Kompilator
IKS41759,Teknologi Mobile
IKO22401,Teori Bahasa & Automata
IKO32150,Teori Informasi
IKI20505,Sistem Operasi
IKO32104,Analisis Numerik
IKI10103,Aljabar Linier
IKO32104,Analisis Numerik
IKI10400,Struktur Data & Algoritma
IKI20700,Basis Data
IKI10400,Struktur Data & Algoritma
IKS22602,Enterprise Resource Planning
IKI10200,Dasar-Dasar Pemrograman
IKS31504,Jaringan Komunikasi Data
IKI10400,Struktur Data & Algoritma
IKS12800,Prinsip-Prinsip Sistem Informasi
IKS31504,Jaringan Komunikasi Data
IKS12600,Administrasi Bisnis
IKI10400,Struktur Data & Algoritma
IKI10103,Aljabar Linier
IKS31504,Jaringan Komunikasi Data
IKI20505,Sistem Operasi
IKI20505,Sistem Operasi
IKO31300,Sistem Cerdas
IKI20700,Basis Data
IKO31300,Sistem Cerdas
IKO31503,Jaringan Komputer
IKS22602,Enterprise Resource Planning
IKO31503,Jaringan Komputer
IKO31503,Jaringan Komputer
IKO31300,Sistem Cerdas
IKS31504,Jaringan Komunikasi Data
IKS31504,Jaringan Komunikasi Data
IKS21601,Prinsip-Prinsip Manajemen
IKS12800,Prinsip-Prinsip Sistem Informasi
IKS22602,Enterprise Resource Planning
IKI10400,Struktur Data & Algoritma
IKO21502,Pengantar Organisasi Komputer
IKO31300,Sistem Cerdas
IKO32450,Grafika Komputer
IKI10400,Struktur Data & Algoritma
IKI20505,Sistem Operasi
IKI10100,Matematika Diskret 1
IKI10400,Struktur Data & Algoritma
IKI20700,Basis Data
IKI20201,Perancangan & Pemrograman Web
IKO12500,Pengantar Sistem Dijital
IKS12600,Administrasi Bisnis
IKS31504,Jaringan Komunikasi Data
IKI10400,Struktur Data & Algoritma
IKO22401,Teori Bahasa & Automata
IKI10103,Aljabar Linier
IKI10400,Struktur Data & Algoritma
IKI20102,Statistika & Probabilitas
IKI30202,Rekayasa Perangkat Lunak
IKI10200,Dasar-Dasar Pemrograman
IKI10400,Struktur Data & Algoritma
IKI10103,Aljabar Linier
IKI30202,Rekayasa Perangkat Lunak
IKI30202,Rekayasa Perangkat Lunak
IKO21502,Pengantar Organisasi Komputer
IKI10200,Dasar-Dasar Pemrograman
IKI10103,Aljabar Linier
IKO21502,Pengantar Organisasi Komputer
IKI20102,Statistika & Probabilitas
IKI20102,Statistika & Probabilitas
IKS22602,Enterprise Resource Planning
IKI20700,Basis Data
IKS12800,Prinsip-Prinsip Sistem Informasi
IKI20201,Perancangan & Pemrograman Web
IKS21501,Dasar-Dasar Arsitektur Komputer
IKO31503,Jaringan Komputer
IKO21502,Pengantar Organisasi Komputer
IKI10200,Dasar-Dasar Pemrograman
IKS22602,Enterprise Resource Planning
IKI10400,Struktur Data & Algoritma
IKS31504,Jaringan Komunikasi Data
IKI10100,Matematika Diskret 1
IKI20102,Statistika & Probabilitas
IKO21105,Matematika Dasar 2
IKI20102,Statistika & Probabilitas
IKS12800,Prinsip-Prinsip Sistem Informasi
IKI20700,Basis Data
IKI20700,Basis Data
IKI10400,Struktur Data & Algoritma
IKI20700,Basis Data
IKI20201,Perancangan & Pemrograman Web
IKI10200,Dasar-Dasar Pemrograman
IKI20101,Matematika Diskret 2
IKI10100,Matematika Diskret 1
IKI20102,Statistika & Probabilitas
IKI20201,Perancangan & Pemrograman Web
IKS12800,Prinsip-Prinsip Sistem Informasi
IKI20700,Basis Data
IKS31504,Jaringan Komunikasi Data
IKI20101,Matematika Diskret 2
IKI10100,Matematika Diskret 1
IKO21105,Matematika Dasar 2
IKI10103,Aljabar Linier
IKI10200,Dasar-Dasar Pemrograman
IKI20505,Sistem Operasi
IKO31300,Sistem Cerdas
IKI10200,Dasar-Dasar Pemrograman
IKO31300,Sistem Cerdas
IKI10400,Struktur Data & Algoritma
IKO21105,Matematika Dasar 2
IKO21502,Pengantar Organisasi Komputer
IKO21105,Matematika Dasar 2
IKI20700,Basis Data
IKO31300,Sistem Cerdas
IKO31503,Jaringan Komputer
IKI10100,Matematika Diskret 1
IKI10400,Struktur Data & Algoritma
IKI30202,Rekayasa Perangkat Lunak
IKI20700,Basis Data
IKO21502,Pengantar Organisasi Komputer
IKO22401,Teori Bahasa & Automata
IKO31503,Jaringan Komputer
IKI20101,Matematika Diskret 2
IKO21105,Matematika Dasar 2
